email_id,subject,sender,body,has_urgent_words,has_suspicious_links,has_prize_money,sender_domain_suspicious,exclamation_count,caps_ratio,link_count,has_attachments,word_count,label
232,Monthly statement available,statements@bank.com,Your monthly bank statement for February is now available in your online account.,0,0,0,0,1,0.03,2,0,119,0
964,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,0,1,6,0.29,1,1,35,1
193,Office closed on Friday,admin@company.com,Please note that our office will be closed this Friday for a public holiday.,0,0,0,0,1,0.03,1,1,55,0
334,Team lunch this Thursday,events@workplace.com,Join us for a team lunch this Thursday at 12:30pm at the downtown restaurant.,0,0,0,0,0,0.06,1,1,66,0
4,Invoice #1042 attached,billing@vendor.com,Please find the attached invoice for your recent purchase. Contact us if you have any questions.,0,0,0,0,1,0.06,1,1,159,0
205,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,1,0.05,2,0,129,0
515,Warning: Your email storage is full,admin@email-storage-warning.ml,Your email storage is 100 percent full. Your account will stop receiving emails unless you click here to upgrade free: http://email-storage-full.ml,1,1,0,1,3,0.35,4,0,84,1
800,Your package could not be delivered,delivery@dhl-package-alert.tk,Your DHL package could not be delivered. Pay $2.50 customs fee here or package will be returned: http://dhl-delivery-fee.tk,1,1,0,1,2,0.28,2,1,34,1
307,Your appointment confirmation,appointments@clinic.com,Your appointment is confirmed for March 15 at 2:30pm. Please arrive 10 minutes early.,0,0,0,0,0,0.03,0,1,122,0
110,New feature release notes,updates@github.com,We are excited to announce the release of version 2.0. Check the release notes for details.,0,0,0,0,1,0.07,0,0,87,0
431,Your password was changed successfully,security@google.com,"Your account password was successfully changed. If you did not make this change, contact support.",0,0,0,0,1,0.07,0,0,60,0
78,Quarterly review meeting,hr@enterprise.com,Your quarterly performance review is scheduled for next week. Please prepare your self-assessment.,0,0,0,0,1,0.04,0,1,55,0
85,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,1,0.03,2,1,130,0
287,Your appointment confirmation,appointments@clinic.com,Your appointment is confirmed for March 15 at 2:30pm. Please arrive 10 minutes early.,0,0,0,0,1,0.08,0,1,62,0
83,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,0,0.04,2,1,154,0
992,Congratulations! You are selected,prizes@grand-winner-select.ml,"Dear lucky winner, you have been selected for our grand prize giveaway! Enter your details to claim: http://grand-prize-winner.ml",1,1,1,1,6,0.3,2,1,65,1
790,Confirm your identity to avoid suspension,verify@identity-confirm-now.xyz,Confirm your identity within 48 hours or your account will be permanently suspended. Click here: http://identity-confirm-now.xyz,1,1,0,1,5,0.22,3,1,66,1
895,Warning: Your email storage is full,admin@email-storage-warning.ml,Your email storage is 100 percent full. Your account will stop receiving emails unless you click here to upgrade free: http://email-storage-full.ml,1,1,1,1,7,0.42,4,0,99,1
399,New comment on your post,notifications@medium.com,John left a comment on your recent blog post. Log in to view and reply.,0,0,0,0,1,0.08,1,0,125,0
324,Invoice #1042 attached,billing@vendor.com,Please find the attached invoice for your recent purchase. Contact us if you have any questions.,0,0,0,0,0,0.08,1,0,34,0
520,Your package could not be delivered,delivery@dhl-package-alert.tk,Your DHL package could not be delivered. Pay $2.50 customs fee here or package will be returned: http://dhl-delivery-fee.tk,1,1,0,1,3,0.42,1,1,36,1
917,Click here to receive your prize,rewards@gift-card-winner.tk,Click here within 24 hours to claim your prize of $500 gift card. Limited time offer!!!: http://prize-claim-now.tk,1,1,1,1,4,0.43,3,1,78,1
923,Verify your account immediately,noreply@account-verify-now.ml,We detected suspicious activity on your account. Verify your identity NOW by clicking this link or your account will be permanently deleted: http://verify-account-now.tk,1,1,0,1,5,0.27,4,1,112,1
6,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,1,0.01,0,0,88,0
732,Congratulations! You are selected,prizes@grand-winner-select.ml,"Dear lucky winner, you have been selected for our grand prize giveaway! Enter your details to claim: http://grand-prize-winner.ml",1,1,0,1,3,0.21,1,1,73,1
466,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,1,0.04,1,0,78,0
98,Quarterly review meeting,hr@enterprise.com,Your quarterly performance review is scheduled for next week. Please prepare your self-assessment.,0,0,0,0,1,0.08,0,1,173,0
267,Your appointment confirmation,appointments@clinic.com,Your appointment is confirmed for March 15 at 2:30pm. Please arrive 10 minutes early.,0,0,0,0,0,0.07,0,1,111,0
358,Quarterly review meeting,hr@enterprise.com,Your quarterly performance review is scheduled for next week. Please prepare your self-assessment.,0,0,0,0,1,0.04,0,0,68,0
869,You have a pending wire transfer,transfers@bank-wire-pending.ml,"A wire transfer of $8,750 is pending in your name. To receive your funds, verify your bank account: http://wire-transfer-pending.ml",1,1,0,1,3,0.27,2,0,117,1
799,Exclusive offer expires in 24 hours!!!,deals@exclusive-offer-now.xyz,Exclusive deal ONLY for you! 90 percent off expires in 24 hours!!! Buy now before it is too late: http://exclusive-deal-now.xyz,1,1,1,1,2,0.3,1,0,55,1
381,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,0,0.07,1,1,132,0
632,Congratulations! You are selected,prizes@grand-winner-select.ml,"Dear lucky winner, you have been selected for our grand prize giveaway! Enter your details to claim: http://grand-prize-winner.ml",1,1,0,1,4,0.45,2,0,88,1
382,Your order has been shipped,orders@amazon.com,Your package has been shipped and will arrive in 3-5 business days. Track your order using the link below.,0,0,0,0,1,0.08,1,1,151,0
491,Your password was changed successfully,security@google.com,"Your account password was successfully changed. If you did not make this change, contact support.",0,0,0,0,0,0.04,2,1,84,0
119,New comment on your post,notifications@medium.com,John left a comment on your recent blog post. Log in to view and reply.,0,0,0,0,1,0.08,2,1,38,0
901,URGENT: Your account will be suspended,security-alert@gmail-verify.xyz,Your account will be suspended in 24 hours. Click here immediately to verify your information and avoid losing access: http://secure-login-verify.xyz/account,1,1,0,1,6,0.39,4,1,42,1
251,Your password was changed successfully,security@google.com,"Your account password was successfully changed. If you did not make this change, contact support.",0,0,0,0,1,0.06,2,1,91,0
524,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,0,1,5,0.29,1,0,88,1
10,New feature release notes,updates@github.com,We are excited to announce the release of version 2.0. Check the release notes for details.,0,0,0,0,0,0.08,1,1,38,0
197,Feedback request - recent purchase,feedback@store.com,We would love your feedback on your recent purchase. Please take 2 minutes to fill the survey.,0,0,0,0,1,0.02,2,0,160,0
604,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,0,1,2,0.28,3,0,40,1
82,Your order has been shipped,orders@amazon.com,Your package has been shipped and will arrive in 3-5 business days. Track your order using the link below.,0,0,0,0,1,0.02,2,0,115,0
784,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,1,1,4,0.3,3,0,43,1
588,Security alert: Your password expired,support@password-reset-alert.tk,Your password has expired and your account is at risk. Reset it immediately to avoid losing access: http://password-reset-urgent.tk,1,1,0,1,3,0.18,4,1,144,1
798,Account verification required TODAY,security@account-verify-urgent.ml,Your account verification is required TODAY or your access will be revoked permanently. Act now: http://account-verify-today.ml,1,1,1,1,5,0.34,3,0,120,1
240,Document shared with you,workspace@notion.com,Sarah has shared a document with you. Click here to view it in your workspace.,0,0,0,0,0,0.07,2,0,197,0
291,Your password was changed successfully,security@google.com,"Your account password was successfully changed. If you did not make this change, contact support.",0,0,0,0,0,0.04,2,1,71,0
212,Monthly statement available,statements@bank.com,Your monthly bank statement for February is now available in your online account.,0,0,0,0,1,0.08,1,1,64,0
718,Account verification required TODAY,security@account-verify-urgent.ml,Your account verification is required TODAY or your access will be revoked permanently. Act now: http://account-verify-today.ml,1,1,0,1,2,0.37,3,0,112,1
360,Document shared with you,workspace@notion.com,Sarah has shared a document with you. Click here to view it in your workspace.,0,0,0,0,1,0.02,1,1,51,0
450,New feature release notes,updates@github.com,We are excited to announce the release of version 2.0. Check the release notes for details.,0,0,0,0,0,0.06,2,0,97,0
228,Re: Budget proposal review,team@startup.com,I have reviewed the budget proposal and have a few suggestions. Let us discuss on Friday.,0,0,0,0,0,0.05,0,0,97,0
951,Your Netflix account has been hacked,support@netflix-billing-update.tk,We noticed your Netflix account was accessed by hackers. Update your payment info here or lose access: http://netflix-update-billing.tk,1,1,1,1,4,0.38,2,1,128,1
947,Claim your free iPhone 15 now!,rewards@prize-claim-center.xyz,You have been selected to receive a FREE iPhone 15! Claim your prize before it expires. Only pay $1.99 shipping: http://free-iphone-claim.xyz,1,1,0,1,2,0.32,3,1,125,1
797,Click here to receive your prize,rewards@gift-card-winner.tk,Click here within 24 hours to claim your prize of $500 gift card. Limited time offer!!!: http://prize-claim-now.tk,1,1,0,1,4,0.34,2,0,36,1
502,"You have won $1,000,000 lottery!",lottery@winner-notification.tk,"CONGRATULATIONS! You have been selected as the winner of our $1,000,000 international lottery. Send your bank details to claim your prize immediately.",1,1,0,1,6,0.19,1,1,44,1
465,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,0,0.06,1,0,193,0
363,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,1,0.06,0,0,30,0
469,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,1,0.02,2,1,107,0
936,You have been charged $499 - dispute now,billing@charge-alert-now.xyz,"You have been charged $499.99 for a subscription. If you did not authorize this, click here to dispute: http://charge-dispute-urgent.xyz",1,1,1,1,3,0.22,4,1,121,1
429,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,1,0.03,1,1,76,0
8,Re: Budget proposal review,team@startup.com,I have reviewed the budget proposal and have a few suggestions. Let us discuss on Friday.,0,0,0,0,1,0.05,0,0,80,0
156,Your subscription has been renewed,subscriptions@netflix.com,Your annual subscription has been renewed. Thank you for your continued support.,0,0,0,0,0,0.08,0,0,82,0
542,"You have won $1,000,000 lottery!",lottery@winner-notification.tk,"CONGRATULATIONS! You have been selected as the winner of our $1,000,000 international lottery. Send your bank details to claim your prize immediately.",1,1,1,1,4,0.23,4,0,32,1
441,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,0,0.04,0,1,64,0
483,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,1,0.04,1,0,84,0
423,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,0,0.03,2,1,180,0
779,Exclusive offer expires in 24 hours!!!,deals@exclusive-offer-now.xyz,Exclusive deal ONLY for you! 90 percent off expires in 24 hours!!! Buy now before it is too late: http://exclusive-deal-now.xyz,1,1,1,1,6,0.22,4,0,75,1
950,Confirm your identity to avoid suspension,verify@identity-confirm-now.xyz,Confirm your identity within 48 hours or your account will be permanently suspended. Click here: http://identity-confirm-now.xyz,1,1,0,1,4,0.39,4,0,58,1
335,Job application received,careers@hiring.com,We have received your job application and will review it within 5 business days.,0,0,0,0,1,0.02,0,0,110,0
577,Click here to receive your prize,rewards@gift-card-winner.tk,Click here within 24 hours to claim your prize of $500 gift card. Limited time offer!!!: http://prize-claim-now.tk,1,1,1,1,3,0.23,2,0,125,1
935,Warning: Your email storage is full,admin@email-storage-warning.ml,Your email storage is 100 percent full. Your account will stop receiving emails unless you click here to upgrade free: http://email-storage-full.ml,1,1,0,1,4,0.32,2,1,90,1
568,Security alert: Your password expired,support@password-reset-alert.tk,Your password has expired and your account is at risk. Reset it immediately to avoid losing access: http://password-reset-urgent.tk,1,1,1,1,3,0.2,3,0,113,1
595,Warning: Your email storage is full,admin@email-storage-warning.ml,Your email storage is 100 percent full. Your account will stop receiving emails unless you click here to upgrade free: http://email-storage-full.ml,1,1,0,1,3,0.3,2,0,42,1
531,Your Netflix account has been hacked,support@netflix-billing-update.tk,We noticed your Netflix account was accessed by hackers. Update your payment info here or lose access: http://netflix-update-billing.tk,1,1,0,1,2,0.44,3,1,68,1
582,"You have won $1,000,000 lottery!",lottery@winner-notification.tk,"CONGRATULATIONS! You have been selected as the winner of our $1,000,000 international lottery. Send your bank details to claim your prize immediately.",1,1,0,1,4,0.37,1,1,68,1
708,Security alert: Your password expired,support@password-reset-alert.tk,Your password has expired and your account is at risk. Reset it immediately to avoid losing access: http://password-reset-urgent.tk,1,1,1,1,3,0.17,1,1,130,1
449,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,0,0.07,0,1,172,0
454,Team lunch this Thursday,events@workplace.com,Join us for a team lunch this Thursday at 12:30pm at the downtown restaurant.,0,0,0,0,1,0.05,1,1,106,0
229,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,1,0.06,2,0,144,0
353,Office closed on Friday,admin@company.com,Please note that our office will be closed this Friday for a public holiday.,0,0,0,0,1,0.02,1,1,43,0
729,You have a pending wire transfer,transfers@bank-wire-pending.ml,"A wire transfer of $8,750 is pending in your name. To receive your funds, verify your bank account: http://wire-transfer-pending.ml",1,1,1,1,2,0.26,4,0,47,1
213,Office closed on Friday,admin@company.com,Please note that our office will be closed this Friday for a public holiday.,0,0,0,0,0,0.06,1,1,93,0
80,Document shared with you,workspace@notion.com,Sarah has shared a document with you. Click here to view it in your workspace.,0,0,0,0,0,0.05,0,1,173,0
149,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,0,0.06,2,0,39,0
303,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,0,0.07,2,0,175,0
629,You have a pending wire transfer,transfers@bank-wire-pending.ml,"A wire transfer of $8,750 is pending in your name. To receive your funds, verify your bank account: http://wire-transfer-pending.ml",1,1,1,1,2,0.16,4,1,27,1
778,Account verification required TODAY,security@account-verify-urgent.ml,Your account verification is required TODAY or your access will be revoked permanently. Act now: http://account-verify-today.ml,1,1,0,1,6,0.16,1,1,117,1
507,Claim your free iPhone 15 now!,rewards@prize-claim-center.xyz,You have been selected to receive a FREE iPhone 15! Claim your prize before it expires. Only pay $1.99 shipping: http://free-iphone-claim.xyz,1,1,0,1,3,0.3,2,0,75,1
343,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,0,0.01,2,1,167,0
486,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,0,0.06,0,0,59,0
712,Congratulations! You are selected,prizes@grand-winner-select.ml,"Dear lucky winner, you have been selected for our grand prize giveaway! Enter your details to claim: http://grand-prize-winner.ml",1,1,0,1,6,0.27,1,1,50,1
134,Team lunch this Thursday,events@workplace.com,Join us for a team lunch this Thursday at 12:30pm at the downtown restaurant.,0,0,0,0,1,0.04,1,1,90,0
704,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,1,1,7,0.23,4,1,121,1
312,Monthly statement available,statements@bank.com,Your monthly bank statement for February is now available in your online account.,0,0,0,0,1,0.03,1,0,91,0
723,Verify your account immediately,noreply@account-verify-now.ml,We detected suspicious activity on your account. Verify your identity NOW by clicking this link or your account will be permanently deleted: http://verify-account-now.tk,1,1,1,1,4,0.28,1,1,131,1
630,Confirm your identity to avoid suspension,verify@identity-confirm-now.xyz,Confirm your identity within 48 hours or your account will be permanently suspended. Click here: http://identity-confirm-now.xyz,1,1,1,1,2,0.25,2,0,139,1
1,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,0,0.07,2,0,101,0
317,Feedback request - recent purchase,feedback@store.com,We would love your feedback on your recent purchase. Please take 2 minutes to fill the survey.,0,0,0,0,0,0.03,0,1,102,0
707,Claim your free iPhone 15 now!,rewards@prize-claim-center.xyz,You have been selected to receive a FREE iPhone 15! Claim your prize before it expires. Only pay $1.99 shipping: http://free-iphone-claim.xyz,1,1,1,1,2,0.3,2,1,121,1
548,Security alert: Your password expired,support@password-reset-alert.tk,Your password has expired and your account is at risk. Reset it immediately to avoid losing access: http://password-reset-urgent.tk,1,1,0,1,5,0.37,1,1,123,1
873,IRS tax refund notification,refunds@irs-tax-return.xyz,"The IRS has processed your tax refund of $3,200. Provide your banking details to receive payment: http://irs-refund-claim.xyz",1,1,0,1,4,0.21,1,0,72,1
533,IRS tax refund notification,refunds@irs-tax-return.xyz,"The IRS has processed your tax refund of $3,200. Provide your banking details to receive payment: http://irs-refund-claim.xyz",1,1,0,1,7,0.42,2,0,110,1
478,Quarterly review meeting,hr@enterprise.com,Your quarterly performance review is scheduled for next week. Please prepare your self-assessment.,0,0,0,0,1,0.07,1,0,73,0
405,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,1,0.04,1,0,66,0
173,Office closed on Friday,admin@company.com,Please note that our office will be closed this Friday for a public holiday.,0,0,0,0,0,0.05,2,1,173,0
126,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,0,0.02,1,1,174,0
395,Job application received,careers@hiring.com,We have received your job application and will review it within 5 business days.,0,0,0,0,1,0.08,2,1,64,0
421,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,1,0.04,1,1,72,0
553,IRS tax refund notification,refunds@irs-tax-return.xyz,"The IRS has processed your tax refund of $3,200. Provide your banking details to receive payment: http://irs-refund-claim.xyz",1,1,1,1,4,0.38,3,0,89,1
904,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,1,1,7,0.27,4,0,98,1
91,Your password was changed successfully,security@google.com,"Your account password was successfully changed. If you did not make this change, contact support.",0,0,0,0,1,0.07,0,1,158,0
940,Your package could not be delivered,delivery@dhl-package-alert.tk,Your DHL package could not be delivered. Pay $2.50 customs fee here or package will be returned: http://dhl-delivery-fee.tk,1,1,1,1,5,0.4,4,0,144,1
182,Your order has been shipped,orders@amazon.com,Your package has been shipped and will arrive in 3-5 business days. Track your order using the link below.,0,0,0,0,1,0.07,0,0,76,0
275,Job application received,careers@hiring.com,We have received your job application and will review it within 5 business days.,0,0,0,0,0,0.03,1,0,33,0
896,You have been charged $499 - dispute now,billing@charge-alert-now.xyz,"You have been charged $499.99 for a subscription. If you did not authorize this, click here to dispute: http://charge-dispute-urgent.xyz",1,1,0,1,3,0.36,4,0,109,1
70,New feature release notes,updates@github.com,We are excited to announce the release of version 2.0. Check the release notes for details.,0,0,0,0,0,0.07,0,0,53,0
292,Monthly statement available,statements@bank.com,Your monthly bank statement for February is now available in your online account.,0,0,0,0,0,0.03,2,1,137,0
132,Monthly statement available,statements@bank.com,Your monthly bank statement for February is now available in your online account.,0,0,0,0,0,0.06,1,0,120,0
301,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,1,0.03,2,0,36,0
425,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,0,0.02,1,1,153,0
327,Your appointment confirmation,appointments@clinic.com,Your appointment is confirmed for March 15 at 2:30pm. Please arrive 10 minutes early.,0,0,0,0,1,0.04,0,1,32,0
145,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,1,0.04,1,1,130,0
424,Invoice #1042 attached,billing@vendor.com,Please find the attached invoice for your recent purchase. Contact us if you have any questions.,0,0,0,0,1,0.05,2,1,155,0
581,URGENT: Your account will be suspended,security-alert@gmail-verify.xyz,Your account will be suspended in 24 hours. Click here immediately to verify your information and avoid losing access: http://secure-login-verify.xyz/account,1,1,1,1,7,0.37,2,0,101,1
136,Your subscription has been renewed,subscriptions@netflix.com,Your annual subscription has been renewed. Thank you for your continued support.,0,0,0,0,1,0.04,0,0,85,0
451,Your password was changed successfully,security@google.com,"Your account password was successfully changed. If you did not make this change, contact support.",0,0,0,0,0,0.04,2,1,107,0
165,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,1,0.01,1,1,127,0
29,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,0,0.04,0,1,161,0
774,"Dear customer, update your details",support@account-update-alert.tk,"Dear valued customer, your account details need updating. Failure to update will result in suspension: http://account-update-required.tk",1,1,0,1,4,0.44,3,1,36,1
194,Team lunch this Thursday,events@workplace.com,Join us for a team lunch this Thursday at 12:30pm at the downtown restaurant.,0,0,0,0,1,0.05,2,0,150,0
389,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,1,0.04,2,0,135,0
853,IRS tax refund notification,refunds@irs-tax-return.xyz,"The IRS has processed your tax refund of $3,200. Provide your banking details to receive payment: http://irs-refund-claim.xyz",1,1,0,1,3,0.41,1,0,103,1
170,New feature release notes,updates@github.com,We are excited to announce the release of version 2.0. Check the release notes for details.,0,0,0,0,1,0.01,0,1,35,0
706,FINAL NOTICE: Overdue payment,billing@payment-notice-urgent.ml,"FINAL NOTICE: You have an overdue payment of $2,450. Your account will go to collections unless you pay now at: http://payment-urgent-now.com",1,1,0,1,6,0.18,2,1,85,1
141,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,0,0.03,2,0,30,0
174,Team lunch this Thursday,events@workplace.com,Join us for a team lunch this Thursday at 12:30pm at the downtown restaurant.,0,0,0,0,1,0.02,0,0,125,0
7,Your appointment confirmation,appointments@clinic.com,Your appointment is confirmed for March 15 at 2:30pm. Please arrive 10 minutes early.,0,0,0,0,0,0.02,2,1,80,0
746,FINAL NOTICE: Overdue payment,billing@payment-notice-urgent.ml,"FINAL NOTICE: You have an overdue payment of $2,450. Your account will go to collections unless you pay now at: http://payment-urgent-now.com",1,1,1,1,4,0.24,3,0,117,1
479,New comment on your post,notifications@medium.com,John left a comment on your recent blog post. Log in to view and reply.,0,0,0,0,0,0.04,1,1,159,0
74,Team lunch this Thursday,events@workplace.com,Join us for a team lunch this Thursday at 12:30pm at the downtown restaurant.,0,0,0,0,0,0.04,1,1,96,0
911,Your Netflix account has been hacked,support@netflix-billing-update.tk,We noticed your Netflix account was accessed by hackers. Update your payment info here or lose access: http://netflix-update-billing.tk,1,1,0,1,4,0.16,3,0,67,1
814,"Dear customer, update your details",support@account-update-alert.tk,"Dear valued customer, your account details need updating. Failure to update will result in suspension: http://account-update-required.tk",1,1,1,1,2,0.31,2,0,94,1
239,New comment on your post,notifications@medium.com,John left a comment on your recent blog post. Log in to view and reply.,0,0,0,0,0,0.08,1,1,86,0
146,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,0,0.03,2,1,174,0
793,IRS tax refund notification,refunds@irs-tax-return.xyz,"The IRS has processed your tax refund of $3,200. Provide your banking details to receive payment: http://irs-refund-claim.xyz",1,1,0,1,4,0.2,2,1,142,1
235,Job application received,careers@hiring.com,We have received your job application and will review it within 5 business days.,0,0,0,0,1,0.05,0,1,66,0
221,Meeting scheduled for tomorrow at 3pm,hr@company.com,"Hi, just a reminder that we have a team meeting tomorrow. Please review the agenda before joining.",0,0,0,0,1,0.03,2,0,163,0
924,Action required: Unusual login detected,alerts@login-security-check.xyz,Someone tried to login to your account from an unknown device. Click here to secure your account immediately: http://login-alert-security.ml/verify,1,1,1,1,7,0.17,2,1,138,1
501,URGENT: Your account will be suspended,security-alert@gmail-verify.xyz,Your account will be suspended in 24 hours. Click here immediately to verify your information and avoid losing access: http://secure-login-verify.xyz/account,1,1,1,1,7,0.2,3,0,44,1
133,Office closed on Friday,admin@company.com,Please note that our office will be closed this Friday for a public holiday.,0,0,0,0,1,0.07,2,1,170,0
991,Your Netflix account has been hacked,support@netflix-billing-update.tk,We noticed your Netflix account was accessed by hackers. Update your payment info here or lose access: http://netflix-update-billing.tk,1,1,0,1,2,0.41,4,1,135,1
775,Warning: Your email storage is full,admin@email-storage-warning.ml,Your email storage is 100 percent full. Your account will stop receiving emails unless you click here to upgrade free: http://email-storage-full.ml,1,1,1,1,6,0.23,4,0,110,1
186,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,0,0.07,2,0,47,0
42,Your order has been shipped,orders@amazon.com,Your package has been shipped and will arrive in 3-5 business days. Track your order using the link below.,0,0,0,0,0,0.05,1,1,83,0
697,Click here to receive your prize,rewards@gift-card-winner.tk,Click here within 24 hours to claim your prize of $500 gift card. Limited time offer!!!: http://prize-claim-now.tk,1,1,0,1,3,0.29,1,1,86,1
109,Happy Birthday from the team!,birthday@office.com,Wishing you a wonderful birthday! Hope you have a great day filled with joy.,0,0,0,0,0,0.01,0,1,119,0
589,You have a pending wire transfer,transfers@bank-wire-pending.ml,"A wire transfer of $8,750 is pending in your name. To receive your funds, verify your bank account: http://wire-transfer-pending.ml",1,1,0,1,7,0.24,3,1,57,1
57,Feedback request - recent purchase,feedback@store.com,We would love your feedback on your recent purchase. Please take 2 minutes to fill the survey.,0,0,0,0,1,0.07,1,1,190,0
406,Welcome to our newsletter,newsletter@brand.com,Thank you for subscribing to our newsletter. You will receive updates once a week.,0,0,0,0,0,0.01,0,1,89,0
443,Weekly team standup reminder,noreply@slack.com,This is a reminder for our weekly standup meeting every Monday at 10am.,0,0,0,0,1,0.05,1,0,32,0
758,Account verification required TODAY,security@account-verify-urgent.ml,Your account verification is required TODAY or your access will be revoked permanently. Act now: http://account-verify-today.ml,1,1,1,1,7,0.28,4,0,127,1
998,Account verification required TODAY,security@account-verify-urgent.ml,Your account verification is required TODAY or your access will be revoked permanently. Act now: http://account-verify-today.ml,1,1,1,1,4,0.44,1,0,92,1
25,Project update - Q3 report,manager@work.com,Here is the Q3 project update. All milestones are on track. Let me know if you need more details.,0,0,0,0,1,0.07,0,0,130,0
468,Re: Budget proposal review,team@startup.com,I have reviewed the budget proposal and have a few suggestions. Let us discuss on Friday.,0,0,0,0,0,0.02,0,0,192,0
540,Your package could not be delivered,delivery@dhl-package-alert.tk,Your DHL package could not be delivered. Pay $2.50 customs fee here or package will be returned: http://dhl-delivery-fee.tk,1,1,0,1,6,0.22,2,1,65,1
532,Congratulations! You are selected,prizes@grand-winner-select.ml,"Dear lucky winner, you have been selected for our grand prize giveaway! Enter your details to claim: http://grand-prize-winner.ml",1,1,1,1,7,0.23,1,0,141,1
619,Exclusive offer expires in 24 hours!!!,deals@exclusive-offer-now.xyz,Exclusive deal ONLY for you! 90 percent off expires in 24 hours!!! Buy now before it is too late: http://exclusive-deal-now.xyz,1,1,1,1,6,0.42,3,0,110,1
